filename,Blouses,Dresses,Skirts,camouflage,check,floral_print,leopard_print,polka_dot,stripe,product_type,fabric_print_type
143841dfb41b8ef1dcf41f9494af993b-black.jpg,0.812285304069519,0.105388343334198,0.15476039052009583,0.057864248752593994,0.12744015455245972,0.09183454513549805,0.04984143376350403,0.05861589312553406,0.7289906740188599,Blouses,stripe
bb81806ad6cff4552d4f1e74176c18ba-blackdot.jpg,9.331107139587402e-05,0.9998614192008972,5.462765693664551e-05,0.0,0.0,0.0,2.086162567138672e-07,1.0,0.0,Dresses,polka_dot
2364884bd20067465043d120ad544959-mustard.jpg,0.24373763799667358,0.6210383176803589,0.1262173354625702,0.000202864408493042,0.03293529152870178,0.001463472843170166,0.0008467137813568115,0.005968838930130005,0.9355872273445129,Dresses,stripe
a8294e16fccfe1cd0fe4a326f4d38056-blackmulti.jpg,0.05575332045555115,0.8423156142234802,0.08724650740623474,9.5367431640625e-07,0.9940701723098755,3.910064697265625e-05,0.00014099478721618652,0.0013013184070587158,0.002811203710734844,Dresses,check
586f5d34a73ec0efe69979df08cf02b4-1.jpg,0.02457141876220703,0.10730218887329102,0.8610066175460815,0.07404807209968567,0.2261803150177002,0.24681147933006287,0.10968160629272461,0.19778558611869812,0.3231450915336609,Skirts,stripe
959cceb7eef2986131cff1c04d497066-emberwhite.jpg,0.02199876308441162,0.9334807395935059,0.04246258735656738,0.027581095695495605,0.1540008783340454,0.14956575632095337,0.09287691116333008,0.43598872423171997,0.20214176177978516,Dresses,polka_dot
51ca03d14660998fd726cf0348637af6-blackwhite.jpg,0.011497348546981812,0.08547845482826233,0.8916975259780884,0.0001290738582611084,0.9315972328186035,0.002992182970046997,0.0030483603477478027,0.0078077614307403564,0.04835612326860428,Skirts,check
1d8d481b1bc5e7eba29d7197867a252d-black.jpg,0.27818578481674194,0.6227073669433594,0.1012677252292633,4.559755325317383e-06,0.001479029655456543,0.0002681612968444824,0.00019785761833190918,0.9985594749450684,0.00042330226278863847,Dresses,polka_dot
e4f9f8c71b622aae59ff435fa5633ab2-blue.jpg,0.00023382902145385742,0.9940645098686218,0.02069467306137085,2.3543834686279297e-06,0.0001557469367980957,0.006752729415893555,0.0010669231414794922,0.9967466592788696,0.00014339065819513053,Dresses,polka_dot
8072e375d9727653c1aac676987dfa0a-yellow.jpg,0.00010195374488830566,0.00044614076614379883,0.9996199607849121,4.172325134277344e-07,0.9978667497634888,4.7266483306884766e-05,8.222460746765137e-05,0.00032904744148254395,0.0011004793923348188,Skirts,check
8d4b0e3a6a9b6a53a502d7f2e839d500-bluemulti.jpg,0.0029268264770507812,0.9801887273788452,0.01686859130859375,0.0023692846298217773,0.055971771478652954,0.002576291561126709,0.0016415715217590332,0.004895567893981934,0.9202613234519958,Dresses,stripe
85ed0678922baa8d5ef276c4e6dff3bd-whiteblackdot.jpg,0.0005508363246917725,0.999523401260376,0.00018259882926940918,0.0,0.0,0.0,4.172325134277344e-07,1.0,0.0,Dresses,polka_dot
1df420ae3ae26ce30ebd5c0bf5f00854-black.jpg,0.011031150817871094,0.9555444717407227,0.03373005986213684,0.020127981901168823,0.06805765628814697,0.07644474506378174,0.012406498193740845,0.14518150687217712,0.8078139424324036,Dresses,stripe
b66f6f48b1cb7d1041eea6baf4e9d7ca-2.jpg,0.002894878387451172,0.02802896499633789,0.9557090401649475,6.267428398132324e-05,0.014350712299346924,0.00038570165634155273,0.0002206861972808838,0.0022005438804626465,0.9809526801109314,Skirts,stripe
389e0573c4658cb60b94f8ad155f32d2-blackwhite.jpg,0.03517335653305054,0.0030280351638793945,0.9870351552963257,0.0001144707202911377,0.00406646728515625,0.00016358494758605957,5.6296586990356445e-05,0.0017471909523010254,0.9916936755180359,Skirts,stripe
13ba01c93cd2dda071e6cfc910511b1b-1.jpg,0.024780839681625366,0.1275031864643097,0.7946562767028809,0.000110626220703125,0.0007160305976867676,0.9861479997634888,0.002354860305786133,0.02982202172279358,0.0008295919396914542,Skirts,floral_print
b3814e050ef41696e1308c1a42ac295a-black.jpg,2.4557113647460938e-05,3.0547380447387695e-05,0.9999834299087524,1.0341405868530273e-05,0.00035196542739868164,0.9979949593544006,0.00027880072593688965,0.0009660422801971436,0.00013227864110376686,Skirts,floral_print
2b873763b0319106824a6e604c530ee6-2.jpg,0.7979611158370972,0.10061466693878174,0.11070394515991211,0.011249244213104248,0.13123109936714172,0.04059872031211853,0.03168755769729614,0.8269469738006592,0.08268555253744125,Blouses,polka_dot
3dc5666fe0b56137273f7fa33c990f76-black.jpg,0.09264284372329712,0.8422467708587646,0.06997877359390259,1.7881393432617188e-06,0.0005165338516235352,0.0008665025234222412,0.00021162629127502441,0.9984132051467896,0.0004320925800129771,Dresses,polka_dot
692d6eacb8d39d54477ba93a7ae84113-blackmulti.jpg,0.9949663281440735,0.001893162727355957,0.0017790794372558594,0.0016167163848876953,0.005155116319656372,0.9771589636802673,0.003582507371902466,0.009700089693069458,0.0018541666213423014,Blouses,floral_print
eb81619e3e388efd16dfe99c6858de0e-1.jpg,0.0032358169555664062,0.9840391874313354,0.01602315902709961,0.008022069931030273,0.1539713442325592,0.34722501039505005,0.12528440356254578,0.26092028617858887,0.09271115809679031,Dresses,floral_print
03ebd2d184489938aebe782a599e5417-multi.jpg,0.024357378482818604,0.9254350662231445,0.04328310489654541,0.015511929988861084,0.13583910465240479,0.07741165161132812,0.5862464308738708,0.13149037957191467,0.02813369780778885,Dresses,leopard_print
89e4b8cd510e3312ae606c27ee81758a-print.jpg,0.9980098009109497,0.0004915595054626465,0.0006465911865234375,0.004857480525970459,0.03047490119934082,0.9444208145141602,0.00891062617301941,0.008551925420761108,0.004973302129656076,Blouses,floral_print
